NÚM.,NÚMERO DE IDENTIFICACIÓN,CARÁCTER,NOMBRE,SIGLAS DEPENDENCIA O ENTIDAD,ESTATUS,FECHA JUNTA DE ACLARACIONES,FECHA DE PRESENTACIÓN Y APERTURA DE PROPOSICIONES,TIPO DE PUBLICACIÓN,TIPO DE CONTRATACIÓN,CÓDIGO DE EXPEDIENTE,UNIDAD COMPRADORA,ENTIDAD FEDERATIVA
350,AA-72-034-913010944-N-8-2024,NACIONAL,MANTENIMIENTO PREVENTIVO DE RED,072034,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00095683,913010944 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN DE LA SUBSECRETARÍA DE ADMINISTRACIÓN Y FINANZAS,HIDALGO
351,AA-08-133-008000989-N-20-2025,NACIONAL,VIGILANCIA DDR PACHUCA FEB-DIC 2025,SADER,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00013383,"008000989 - DELEGACIÓN ESTATAL EN HIDALGO, SUBDELEGACIÓN ADMINISTRATIVA",HIDALGO
352,AA-08-VSS-008VSS991-N-28-2025,NACIONAL,PRODUCTO LACTEO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00014072,"008VSS991 - UNIDAD OPERATIVA SAN LUIS POTOSÍ, SUBGERENCIA DE LA UNIDAD OPERATIVA",SAN LUIS POTOSÍ
353,AA-90-Z29-931038969-N-37-2024,NACIONAL,"ADQUISICIÓN DE COMBUSTIBLE POR LA CANTIDAD DE $214,550.00  DEL RUBRO DE GASTOS D",SEMUJERES,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00114068,931038969 - DIRECCIÓN DE ADMINISTRACION Y FINANZAS,YUCATÁN
354,AA-08-VSS-008VSS007-N-51-2026,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00022815,"008VSS007 - SUBGERENCIA REGIONAL NOROESTE, UNIDAD OPERATIVA CULIACÁN",SINALOA
355,AA-51-GYN-051GYN905-N-59-2026,NACIONAL,APOYO PARA REALIZAR EL MANTENIMIENTO DE LOS APLICATIVOS .NET Y LOS PROCESOS DE B,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00022636,051GYN905 - SUBDIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
356,AA-51-GYN-051GYN060-N-19-2026,NACIONAL,SUMINISTRO DE MEDICAMENTOS ONCOLOGICOS  (0015),ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00030110,051GYN060 - DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS,DURANGO
357,AA-72-034-913010944-N-107-2023,NACIONAL,MATERIAL BIBLIOGRÁFICO PARA EL FOMENTO DE LA LECTURA Y LA INTERNALIZACIÓN DE LA,072034,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00133901,913010944 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN DE LA SUBSECRETARÍA DE ADMINISTRACIÓN Y FINANZAS,HIDALGO
358,AO-68-021-909004999-N-187-2023,NACIONAL,CONSTRUCCIÓN DE CÁRCAMO DE BOMBEO Y COLECTOR LAUREL EN LA COLONIA AGUA CALIENTE,SEDEMA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2023-00133721,909004999 - SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,CIUDAD DE MÉXICO
359,AA-10-K2H-010K2H001-N-37-2023,NACIONAL,SUMINISTRO DE GAS LP,CENAM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00000140,010K2H001 - DIRECCION GENERAL DE ADMINISTRACION Y FINANZAS,QUERÉTARO
360,AA-48-E00-048E00995-N-318-2023,NACIONAL,"DESARROLLO DE ACTIVIDADES DEL PROGRAMA PÚBLICO, PROG. VOLUNTARIOS Y SERV SOC.",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00002397,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
361,AA-15-412-015000999-N-50-2023,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00002555,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
362,AA-48-E00-048E00995-N-336-2023,NACIONAL,"DIFUSIÓN DE MEDIDAS DE SEGURIDAD, CONCIENTIZACIÓN Y CULTURA DE AUTO PROTECCIÓN.",INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00002474,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
363,AA-51-GYN-051GYN905-N-116-2023,NACIONAL,APOYO EN DOCUMENTAR LOS SUBPROCESOS DEL FOVISSSTE CONFORMA A LAS GUÍAS TÉCNICAS,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00002663,051GYN905 - SUBDIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
364,AA-50-GYR-050GYR998-T-382-2024,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,ABTA24ES04060900 O.A.C.,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00093153,"050GYR998 - UMAE, HOSPITAL DE ESPECIALIDADES, C.M.N. SIGLO XXI",CIUDAD DE MÉXICO
365,AA-06-HJY-006HJY001-N-262-2024,NACIONAL,SERVICIO DE AUDITORÍA EXTERNA PARA DICTAMINAR LOS ESTADOS FINANCIEROS CONTABLES,PRONOSTICOS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00105721,006HJY001 - GERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
366,AA-50-GYR-050GYR043-N-84-2024,NACIONAL,"MANTENIMIENTO A CIRCUITO CERRADO, SONIDO Y PULIDORAS",IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00105455,"050GYR043 - UMAE DR. GAUDENCIO GONZALEZ GARZA DEL CMN LA RAZA, DEPARTAMENTO DE ABASTECIMIENTO",CIUDAD DE MÉXICO
367,AA-11-B00-011B00001-N-1572-2024,NACIONAL,CONTRATACIÓN DE SERVICIOS PROFESIONALES PARA LA SUB. ACADÉMICA DEL CICS-ST,IPN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00025619,011B00001 - DIRECCION DE RECURSOS MATERIALES E INFRAESTRUCTURA,CIUDAD DE MÉXICO
368,AA-08-VSS-008VSS998-N-281-2024,NACIONAL,MAIZ BLANCO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00029026,008VSS998 - DIRECCIÓN COMERCIAL,CIUDAD DE MÉXICO
369,AA-12-NDY-012NDY001-N-432-2024,NACIONAL,REALIZAR EL LEVANTAMIENTO DEL NÚMERO DE CUESTIONARIOS REQUERIDOS,INSP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00058396,012NDY001 - DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,MORELOS
370,AA-48-D00-048D00001-N-336-2024,NACIONAL,SERVICIOS DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO A LOS EQUIPOS DE SEGURIDAD,INAH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00062199,048D00001 - COORDINACION NACIONAL DE RECURSOS MATERIALES Y SERVICIOS,CIUDAD DE MÉXICO
371,AA-50-GYR-050GYR045-T-112-2024,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,ADQUISICION DE MATERIAL DE CURCION (DESIERTA T91),IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00062971,050GYR045 - UMAE HOSPITAL DE ESPECILIDADES NO.71 DEPTO DE ABASTECIMIENTO,COAHUILA DE ZARAGOZA
372,AA-13-J2X-013J2X001-N-67-2024,NACIONAL,SERVICIOS DE COMUNICACIÓN SOCIAL 21-2024,ASIPONA-Tuxpan,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00081687,013J2X001 - TUXPAN-GERENCIA DE ADMINISTRACION Y FINANZAS,VERACRUZ
373,AA-06-A00-006A00997-N-2057-2024,NACIONAL,01-24-96   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00085745,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
374,AA-50-GYR-050GYR049-T-156-2024,INTERNACIONAL BAJO LA COBERTURA DE TRATADOS,MEDICAMENTOS Y MATERIAL DE CURACIÓN,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00086078,"050GYR049 - UMAE DR. VICTORIO DE LA FUENTE NARVAEZ CIUDAD DE MEXICO, DIRECCION",CIUDAD DE MÉXICO
375,AA-06-A00-006A00997-N-2063-2024,NACIONAL,01-24-300   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00085821,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
376,AA-15-412-015000999-N-1310-2024,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00084838,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
377,AA-06-A00-006A00997-N-1907-2024,NACIONAL,04-23-2532 SERVICIOS PROFESIONALES PARA LA ELABORACION DEL AVALUO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00082846,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
378,AA-04-E2D-004E2D001-N-298-2024,NACIONAL,PAPELERIA TGM,TGM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00083566,004E2D001 - GERENCIA DE ABASTECIMIENTOS,CIUDAD DE MÉXICO
379,AA-86-002-927023929-N-12-2024,NACIONAL,SERVICIO DE MANTENIMIENTO A EXTINTORES,CECYTAB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00080702,927023929 - DIRECCIÓN FINANCIERA,TABASCO
380,AA-50-GYR-050GYR024-I-15-2023,INTERNACIONAL ABIERTO,MEDICAMENTO Y PSICOTROPICO REQ. 010 Y 012  1ER REGISTRO,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00005886,"050GYR024 - OOAD, ESTADO DE MEXICO PONIENTE, COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO",MÉXICO
381,AA-16-RHQ-016RHQ001-N-367-2023,NACIONAL,PROVEEDOR DE SERVICIOS PROFESIONALES,CONAFOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00006491,"016RHQ001 - GERENCIA DE RECURSOS MATERIALES, UNIDAD DE ADMINISTRACION Y FINANZAS",JALISCO
382,AA-48-410-048410003-N-183-2023,NACIONAL,"""SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR CON LA DIRECCIÓN GENERAL DE P",CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00006791,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
383,AA-20-400-020000884-N-72-2024,NACIONAL,"CONTRATO DE ARRENDAMIENTO DE MOBILIARIO DEL MES DE OCTUBRE DE 2024 , PAM S176 I",BIENESTAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ARRENDAMIENTOS,E-2024-00100274,020000884 - SUBDELEGACION DE ADMINISTRACION,MÉXICO
384,AA-08-VSS-008VSS974-N-318-2025,NACIONAL,SALVADILLO Y ALIMENTO PARA GANADO,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00094599,008VSS974 - UNIDAD OPERATIVA COAHUILA,COAHUILA DE ZARAGOZA
385,AA-48-410-048410003-N-1324-2025,NACIONAL,PRESTACIÓN DE SERVICIOS PROFESIONALES CONSISTENTES EN COADYUVAR EN LA UNIDAD DE,CULTURA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00095071,048410003 - DEPARTAMENTO DE COMITE,CIUDAD DE MÉXICO
386,AA-86-X75-927006974-N-58-2025,NACIONAL,"25401.-MATERIALES, ACCESORIOS Y SUMINISTROS MEDICOS",SSALUDTAB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00087040,927006974 - DIRECCIÓN DE RECURSOS MATERIALES,TABASCO
387,AO-12-NCZ-012NCZ002-N-103-2025,NACIONAL,IMPERMEABILIZACIÓN EN PISO DEL ÁREA DE JUEGOS EN PLANTA BAJA DEL EDIFICIO DE CON,INP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2025-00086770,012NCZ002 - SUBDIRECCIÓN DE SERVICIOS GENERALES,CIUDAD DE MÉXICO
388,AA-18-T0O-018T0O004-N-268-2025,NACIONAL,SERVICIOS RELACIONADOS CON CERTIFICACIÓN,IMP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00084221,018T0O004 - GERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
389,AA-08-VSS-008VSS008-N-611-2025,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00086095,008VSS008 - SUBGERENCIA OPERACIONES REGIONAL NORTE CENTRO,CHIHUAHUA
390,AA-10-LAU-010LAU001-N-143-2025,NACIONAL,CURSO FORTALECIMIENTO DE TÉCNICAS Y CRITERIOS UTILIZADOS EN EXPLORACIÓN MINERA.,SGM,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00079042,010LAU001 - SUBGERENCIA DE ADQUISICIONES,HIDALGO
391,AA-48-L9Y-048L9Y001-N-96-2025,NACIONAL,SERVICIO DE APOYO EN ACTIVIDADES DE ADQUISICIONES Y OPERACIONES DE PLATAFORMAS,FICINE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00022984,048L9Y001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
392,AA-15-412-015000999-N-306-2025,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00018659,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
393,AO-16-B00-016B00985-N-4-2025,NACIONAL,ACCIONES DE REHABILITACIÓN DE CAUCES Y SISTEMA DE DRENAJE EN CHALCO,CONAGUA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,OBRA PÚBLICA,E-2025-00016771,016B00985 - GERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
394,AA-13-J4V-013J4V001-N-131-2025,NACIONAL,ESPECIALISTA EN DERECHOS HUMANOS,FIDENA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00024635,013J4V001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
395,AA-51-GYN-051GYN905-N-163-2024,NACIONAL,APOYO ADMINISTIVA EN LOS DIFERENTES PROCESOS Y TRAMITES JURIDICOS QUE REALIZA EL,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00003883,051GYN905 - SUBDIRECCION DE ADMINISTRACION,CIUDAD DE MÉXICO
396,AA-76-T41-917014999-N-27-2023,NACIONAL,SERVICIO DE MANTENIMIENTO A INFRAESTRUCTURA DE RED,UPEMOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00134240,"917014999 - DIRECCIÓN DE RECURSOS MATERIALES, PATRIMONIO Y SERVICIOS GENERALES",MORELOS
397,AA-08-VSS-008VSS992-N-12-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00002073,"008VSS992 - GERENCIA REGIONAL OCCIDENTAL, ABASTO",JALISCO
398,AA-06-A00-006A00997-N-151-2024,NACIONAL,01-23-1114   SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DE AVALÚOS,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00004988,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
399,AA-15-412-015000999-N-246-2026,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00013265,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
400,AA-15-412-015000999-N-29-2026,NACIONAL,PRESTADOR DE SERVICIOS,SEDATU,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00011214,015000999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS GENERALES,CIUDAD DE MÉXICO
401,AA-48-E00-048E00995-N-598-2026,NACIONAL,APOYAR EN EL REGISTRO Y ANÁLISIS DE INDICADORES DEL PÚBLICO VISITANTE A LAS EXPO,INBAL,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00013194,048E00995 - DIRECCION DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
402,EP-16-G00-016G00999-N-14-2026,NACIONAL,SERVICIO DE SEGURIDAD Y VIGILANCIA,ASEA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00012517,016G00999 - DIRECCION GENERAL DE RECURSOS MATERIALES Y SERVICIOS,CIUDAD DE MÉXICO
403,AA-08-VSS-008VSS980-N-31-2026,NACIONAL,ABARROTES NO COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2026-00012054,008VSS980 - UNIDAD OPERATIVA GUERRERO - ABASTO,GUERRERO
404,AA-07-138-007000995-N-43-2026,NACIONAL,037 SERVICIO DE DIFUSIÓN DE MENSAJE INSTITUCIONAL EN DESKTOP Y WEB MOBILE/SECCIO,SEDENA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00008272,007000995 - COMUNICACIÓN SOCIAL,CIUDAD DE MÉXICO
405,AA-08-VSS-008VSS016-N-1715-2023,NACIONAL,PRODUCTOS DIVERSOS,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00127853,008VSS016 - GERENCIA REGIONAL GOLFO,TAMAULIPAS
406,AA-16-RHQ-016RHQ001-N-240-2024,NACIONAL,PROVEEDOR DE SERVICIOS PROFESIONALES DE COMPENSACIÓN,CONAFOR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00004471,"016RHQ001 - GERENCIA DE RECURSOS MATERIALES, UNIDAD DE ADMINISTRACION Y FINANZAS",JALISCO
407,AA-08-VSS-008VSS977-N-520-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00109698,"008VSS977 - UNIDAD OPERATIVA NAYARIT, ABASTO",NAYARIT
408,AA-11-MAX-011MAX001-N-553-2024,NACIONAL,ADQUISICIÓN DE PAPEL,IEPSA,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00107811,011MAX001 - SUBGERENCIA DE ADQUISICIONES Y CONTRATACION DE SERVICIOS,CIUDAD DE MÉXICO
409,AA-51-GYN-051GYN061-N-124-2024,NACIONAL,"INSTALACIÓN, REPARACIÓN Y MANTENIMIENTO DE EQUIPO E INSTRUMENTAL MÉDICO Y DE LAB",ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00109394,"051GYN061 - DELEGACION ESTATAL HIDALGO, DEPARTAMENTO DE RECURSOS MATERIALES Y OBRAS",HIDALGO
410,AA-50-GYR-050GYR069-N-179-2024,NACIONAL,SERVICIOS DE MANTENIMIENTO Y CONSERVACIÓN DE SUBESTACIÓN ELÉCTRICA PARA OFICINAS,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00109755,"050GYR069 - DEPARTAMENTO DE ADQUISICIONES, BIENES Y EQUIPAMIENTO",CAMPECHE
411,AA-48-D00-048D00001-N-489-2024,NACIONAL,SERVICIOS PARA LA REALIZACIÓN DE AUDITORÍAS EXTERNAS,INAH,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00109233,048D00001 - COORDINACION NACIONAL DE RECURSOS MATERIALES Y SERVICIOS,CIUDAD DE MÉXICO
412,AA-13-312-013000999-N-1303-2024,NACIONAL,NAC 13-1341/24 REQ 1889 INFO202/24 MATERIAL ELECTRICO Y ELECTRONICO,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00110537,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
413,AA-13-312-013000999-N-1317-2024,NACIONAL,NAC 13-1368-24 REQ 1913 FAVE0126OR INSUMOS TEXTILES ADQUIRIDOS COMO MATERIA PRIM,SEMAR,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00111082,013000999 - DIRECCION GENERAL ADJUNTA DE ADQUISICIONES,CIUDAD DE MÉXICO
414,AA-11-MAR-011MAR001-N-18-2023,NACIONAL,SERVICIOS DE APOYO EN ACTIVIDADES ADMINISTRATIVAS.,FCE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2023-00005099,011MAR001 - SUBGERENCIA DE RECURSOS MATERIALES,CIUDAD DE MÉXICO
415,AA-50-GYR-050GYR005-I-24-2023,INTERNACIONAL ABIERTO,"ADQUISICIÓN DE MATERIAL DE CURACIÓN, RADIOLÓGICO Y LABORATORIO",IMSS,ADJUDICADO PARCIAL,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2023-00004053,050GYR005 - DEPARTAMENTO DE ADQUISICION DE BIENES Y CONTRATACION DE SERVICIOS,NAYARIT
416,AA-08-VSS-008VSS985-N-184-2024,NACIONAL,BRAND AND PUSH,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00033741,008VSS985 - GERENCIA REGIONAL PENINSULAR,QUINTANA ROO
417,AA-11-L4J-011L4J993-N-43-2024,NACIONAL,REFACCIONES PARA EQUIPO DE DIFRACCIÓN DE RAYOS X D8 ADVANCE - BRUKER,CINVESTAV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00034526,011L4J993 - UNIDAD MERIDA,YUCATÁN
418,AA-08-VSS-008VSS989-I-59-2024,INTERNACIONAL ABIERTO,SUAVIZANTES DE TELA,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00035583,008VSS989 - SUCURSAL CENTRO-NORTE SUBGERENCIA DE ABASTO,ZACATECAS
419,AA-06-712-006000998-N-141-2024,NACIONAL,"SERVICIOS DE PUBLICIDAD EN MEDIOS DIGITALES, EN SUS DIFERENTES FORMATOS",SHCP,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00035021,006000998 - COORDINACIÓN DE ADQUISICIONES Y CONTRATACIÓN DE SERVICIOS,CIUDAD DE MÉXICO
420,AA-08-VSS-008VSS969-N-101-2024,NACIONAL,ABARROTES COMESTIBLES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00071734,008VSS969 - UNIDAD OPERATIVA ORIZABA,VERACRUZ
421,AA-11-B01-011B01001-N-2520-2024,NACIONAL,DOCUMENTALISTA (VTK STOCK),ONCETV,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2024-00071182,011B01001 - DIRECCION DE ADMINISTRACION Y FINANZAS,CIUDAD DE MÉXICO
422,AA-86-X74-927006955-N-45-2024,NACIONAL,ADQUISICIÓN DE OTROS BIENES MUEBLES,SSA-HRAEDJGC,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2024-00071353,"927006955 - HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DR. JUAN GRAHAM CASASUS, SUBDIRECCIÓN DE ADMON.",TABASCO
423,AA-72-034-913010944-N-4-2025,NACIONAL,ADQUISICIÓN DE UNIFORMES PARA LA ASISTENCIA AL FESTIVAL NACIONAL DE NORMALISMO,072034,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00089108,913010944 - DIRECCIÓN GENERAL DE ADMINISTRACIÓN DE LA SUBSECRETARÍA DE ADMINISTRACIÓN Y FINANZAS,HIDALGO
424,AA-08-VSS-008VSS008-N-379-2025,NACIONAL,MERCANCIAS GENERALES,APB,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00081270,008VSS008 - SUBGERENCIA OPERACIONES REGIONAL NORTE CENTRO,CHIHUAHUA
425,AA-51-GYN-051GYN085-N-385-2025,NACIONAL,MEDICAMENTOS DE ALTA ESPECIALIDAD,ISSSTE,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00089971,"051GYN085 - HOSPITAL REGIONAL GRAL. IGNACIO ZARAGOZA, COORDINACION DE RECURSOS MATERIALES",CIUDAD DE MÉXICO
426,AA-06-A00-006A00997-N-3152-2025,NACIONAL,03-25-203  SERVICIOS PROFESIONALES PARA LA ELABORACIÓN DEL AVALÚO,INDAABIN,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2025-00090284,006A00997 - DIRECCIÓN GENERAL DE AVALÚOS Y OBRAS,CIUDAD DE MÉXICO
427,AA-50-GYR-050GYR013-N-165-2025,NACIONAL,ADJDIR-096-2025 ADQUISICION DE LIBROS PARA CONTROL DE MEDICAMENTOS PSICOTROPICOS,IMSS,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,ADQUISICIONES,E-2025-00095232,050GYR013 - COORDINACION DE ABASTECIMIENTO Y EQUIPAMIENTO,OAXACA
428,AA-18-T0Q-018T0Q002-N-24-2026,NACIONAL,"DEFINIR Y CONSTRUIR LOS MODELOS, MALLAS Y CASOS BASE DE OPENFOAM11",ININ,ADJUDICADO,,,ADJUDICACIÓN DIRECTA,SERVICIOS,E-2026-00030931,018T0Q002 - DEPARTAMENTO DE SERVICIOS GENERALES Y MANTENIMIENTO,MÉXICO
